code,name,industry,area,pe,outstanding,totals,timeToMarket
002706,良信电器,电气设备,上海,40.68,7187.12,25884.69,20140121
000831,*ST五稀,小金属,山西,0.0,98088.13,98088.89,19980911
002383,合众思壮,通信设备,北京,1555.74,12877.51,24438.26,20100402
300139,晓程科技,元器件,北京,270.47,21216.1,27400.0,20101112
300169,天晟新材,塑料,江苏,463.42,22485.85,32598.42,20110125
600231,凌钢股份,普钢,辽宁,0.0,160800.44,251916.59,20000511
300105,龙源技术,电器仪表,山东,0.0,51321.6,51321.6,20100820
002037,久联发展,化工原料,贵州,215.44,32736.82,32736.82,20040908
000859,国风塑业,塑料,安徽,0.0,73931.63,73944.97,19981119
603028,赛福天,钢加工,江苏,146.79,5520.0,22080.0,20160331
300211,亿通科技,通信设备,江苏,341.69,17356.6,30267.59,20110505
000005,世纪星源,房产服务,深圳,30.76,91374.29,105853.68,19901210
